firmware_version,days_since_release,error_count
10.55.13,29,1
10.55.13,32,1
10.55.13,34,1
10.55.13,35,1
10.55.13,36,1
10.55.13,39,1
10.55.13,41,2
10.55.13,42,1
10.55.13,43,1
10.55.14,0,1
10.55.14,1,2
10.55.14,4,1
10.55.14,5,2
10.55.14,6,1
10.55.14,7,1
10.55.14,8,4
10.55.14,9,1
10.55.14,10,1
10.55.14,12,3
10.55.14,14,1
10.55.14,15,3
10.55.14,16,4
10.55.14,17,1
10.55.14,19,2
10.55.14,20,1
10.55.14,22,1
10.55.14,24,1
10.55.14,26,1
10.55.14,27,1
10.55.14,28,2
10.55.14,33,1
10.55.14,34,1
10.55.14,36,2
10.55.14,37,2
10.55.14,38,2
10.55.14,39,1
10.55.14,40,3
10.55.14,41,2
10.55.15,0,1
10.55.15,2,1
10.55.15,3,3
10.55.15,4,2
10.55.15,5,1
10.55.15,6,1
10.55.15,7,1
10.55.15,8,1
10.55.15,10,1
10.55.15,11,1
10.55.15,12,2
10.55.15,13,1
10.55.15,16,1
10.55.15,18,2
10.55.15,20,1
10.55.15,21,1
10.55.15,22,2
10.55.15,25,3
10.55.15,26,1
10.55.15,27,1
10.55.15,28,2
10.55.15,30,2
10.55.15,31,1
10.55.15,33,1
10.55.15,35,1
10.55.15,36,1
10.55.15,38,1
10.55.15,40,1
10.55.15,41,1
10.55.15,44,1
10.55.16,0,1
10.55.16,1,2
10.55.16,2,2
10.55.16,3,1
10.55.16,4,3
10.55.16,5,3
10.55.16,6,1
10.55.16,7,2
10.55.16,8,1
10.55.16,9,1
10.55.16,11,2
10.55.16,12,1
10.55.16,14,1
10.55.16,15,5
10.55.16,16,3
10.55.16,17,1
10.55.16,18,2
10.55.16,19,1
10.55.16,21,1
10.55.16,23,3
10.55.16,24,3
10.55.16,25,2
10.55.16,26,2
10.55.16,28,5
10.55.16,29,1
10.55.16,30,1
10.55.16,31,1
10.55.16,32,2
10.55.16,33,3
10.55.16,35,3
10.55.16,36,2
10.55.16,37,3
10.55.16,38,6
10.55.16,39,1
10.55.16,40,1
10.55.16,41,1
10.55.16,42,2
10.55.16,43,4
10.55.16,44,1
10.55.17,0,1
10.55.17,1,2
10.55.17,2,2
10.55.17,3,1
10.55.17,4,2
10.55.17,6,1
10.55.17,7,2
10.55.17,11,2
10.55.17,12,2
10.55.17,15,1
10.55.17,16,2
10.55.17,17,1
10.55.17,18,2
10.55.17,19,1
10.55.17,21,2
10.55.17,23,2
10.55.17,24,3
10.55.17,27,2
10.55.17,28,4
10.55.17,32,1
10.55.17,33,3
10.55.17,34,1
10.55.17,35,2
10.55.17,36,2
10.55.17,37,1
10.55.17,38,2
10.55.17,39,2
10.55.17,40,3
10.55.17,41,2
10.55.17,42,1
10.55.17,43,2
10.55.2,0,3
10.55.2,1,2
10.55.2,4,2
10.55.2,8,2
10.55.2,9,1
10.55.2,10,2
10.55.2,11,1
10.55.2,12,3
10.55.2,13,2
10.55.2,14,1
10.55.2,15,2
10.55.2,16,2
10.55.2,17,2
10.55.2,18,3
10.55.2,20,3
10.55.2,21,1
10.55.2,22,2
10.55.2,24,4
10.55.2,25,4
10.55.2,26,2
10.55.2,27,2
10.55.2,28,1
10.55.2,29,2
10.55.2,30,3
10.55.2,31,3
10.55.2,32,1
10.55.2,33,3
10.55.2,34,2
10.55.2,36,2
10.55.2,37,3
10.55.2,38,3
10.55.2,39,2
10.55.2,40,1
10.55.2,41,4
10.55.2,42,2
10.55.2,43,3
10.55.2,44,3
10.55.3,0,2
10.55.3,2,1
10.55.3,3,2
10.55.3,4,2
10.55.3,5,1
10.55.3,7,2
10.55.3,8,2
10.55.3,10,1
10.55.3,12,3
10.55.3,14,1
10.55.3,15,3
10.55.3,17,4
10.55.3,20,1
10.55.3,21,1
10.55.3,22,1
10.55.3,24,2
10.55.3,25,1
10.55.3,26,2
10.55.3,27,1
10.55.3,31,1
10.55.3,32,5
10.55.3,33,2
10.55.3,34,1
10.55.3,35,1
10.55.3,36,1
10.55.3,37,1
10.55.3,39,2
10.55.3,40,3
10.55.3,41,1
10.55.3,44,1
10.55.4,0,1
10.55.4,1,1
10.55.4,2,1
10.55.4,3,2
10.55.4,4,1
10.55.4,5,1
10.55.4,9,2
10.55.4,11,2
10.55.4,12,2
10.55.4,14,4
10.55.4,15,2
10.55.4,19,1
10.55.4,20,2
10.55.4,21,1
10.55.4,22,2
10.55.4,23,1
10.55.4,24,1
10.55.4,25,1
10.55.4,26,1
10.55.4,28,1
10.55.4,30,2
10.55.4,34,1
10.55.4,39,2
10.55.4,40,1
10.55.4,42,2
10.55.5,1,2
10.55.5,3,4
10.55.5,4,1
10.55.5,6,2
10.55.5,7,1
10.55.5,8,2
10.55.5,9,3
10.55.5,10,2
10.55.5,13,1
10.55.5,15,1
10.55.5,16,1
10.55.5,18,1
10.55.5,20,2
10.55.5,21,1
10.55.5,22,1
10.55.5,24,2
10.55.5,25,1
10.55.5,26,1
10.55.5,27,2
10.55.5,29,1
10.55.5,30,2
10.55.5,31,3
10.55.5,32,1
10.55.5,33,1
10.55.5,34,1
10.55.5,35,2
10.55.5,36,1
10.55.5,37,1
10.55.5,38,1
10.55.5,42,1
10.55.5,43,2
10.55.5,44,2
10.55.6,0,1
10.55.6,1,1
10.55.6,2,2
10.55.6,3,3
10.55.6,4,1
10.55.6,7,1
10.55.6,8,2
10.55.6,10,2
10.55.6,11,2
10.55.6,12,1
10.55.6,13,1
10.55.6,14,1
10.55.6,15,1
10.55.6,17,1
10.55.6,20,1
10.55.6,21,1
10.55.6,23,1
10.55.6,24,1
10.55.6,25,1
10.55.6,27,1
10.55.6,30,1
10.55.6,31,1
10.55.6,32,4
10.55.6,34,1
10.55.6,35,3
10.55.6,36,3
10.55.6,38,2
10.55.6,39,2
10.55.6,40,3
10.55.6,41,1
10.55.6,42,3
10.55.6,43,1
10.55.6,44,3
10.55.7,0,2
10.55.7,1,1
10.55.7,2,1
10.55.7,3,1
10.55.7,4,4
10.55.7,6,2
10.55.7,7,3
10.55.7,8,1
10.55.7,9,3
10.55.7,11,2
10.55.7,12,2
10.55.7,14,1
10.55.7,15,3
10.55.7,17,1
10.55.7,18,4
10.55.7,19,2
10.55.7,20,2
10.55.7,21,5
10.55.7,22,3
10.55.7,23,2
10.55.7,24,2
10.55.7,25,1
10.55.7,27,3
10.55.7,28,1
10.55.7,29,1
10.55.7,30,1
10.55.7,31,1
10.55.7,32,2
10.55.7,33,2
10.55.7,34,1
10.55.7,35,2
10.55.7,36,2
10.55.7,37,1
10.55.7,38,2
10.55.7,39,4
10.55.7,40,1
10.55.7,41,2
10.55.7,42,2
10.55.7,43,5
10.55.7,44,1
10.55.8,0,1
10.55.8,1,1
10.55.8,3,1
10.55.8,5,2
10.55.8,6,2
10.55.8,7,3
10.55.8,8,1
10.55.8,9,5
10.55.8,10,1
10.55.8,11,1
10.55.8,12,2
10.55.8,13,1
10.55.8,14,1
10.55.8,15,3
10.55.8,16,1
10.55.8,18,1
10.55.8,19,2
10.55.8,20,1
10.55.8,21,1
10.55.8,22,1
10.55.8,23,1
10.55.8,25,1
10.55.8,28,2
10.55.8,30,2
10.55.8,33,2
10.55.8,34,1
10.55.8,35,2
10.55.8,36,2
10.55.8,37,2
10.55.8,38,1
10.55.8,39,3
10.55.8,40,4
10.55.8,42,1
10.55.8,43,1
10.55.8,44,1
10.55.9,0,2
10.55.9,4,4
10.55.9,5,1
10.55.9,6,1
10.55.9,7,1
10.55.9,9,2
10.55.9,10,2
10.55.9,11,1
10.55.9,12,1
10.55.9,13,1
10.55.9,14,2
10.55.9,16,3
10.55.9,17,2
10.55.9,18,3
10.55.9,19,2
10.55.9,20,2
10.55.9,21,2
10.55.9,22,1
10.55.9,23,1
10.55.9,25,2
10.55.9,26,1
10.55.9,27,1
10.55.9,28,1
10.55.9,30,1
10.55.9,33,2
10.55.9,34,3
10.55.9,36,1
10.55.9,38,1
10.55.9,41,1
10.55.9,43,1
10.55.9,44,1
10.56.0,0,1
10.56.0,2,1
10.56.0,3,2
10.56.0,4,1
10.56.0,6,1
10.56.0,8,1
10.56.0,9,3
10.56.0,11,2
10.56.0,12,1
10.56.0,13,2
10.56.0,14,1
10.56.0,15,2
10.56.0,16,1
10.56.0,17,1
10.56.0,18,3
10.56.0,19,1
10.56.0,21,1
10.56.0,22,1
10.56.0,23,1
10.56.0,24,3
10.56.0,25,1
10.56.0,27,1
10.56.0,28,2
10.56.0,29,1
10.56.0,30,1
10.56.0,32,2
10.56.0,33,1
10.56.0,36,1
10.56.0,38,1
10.56.0,40,2
10.56.0,43,1
10.56.1,1,3
10.56.1,3,1
10.56.1,4,1
10.56.1,5,1
10.56.1,6,1
10.56.1,8,3
10.56.1,9,3
10.56.1,10,1
10.56.1,11,3
10.56.1,12,3
10.56.1,14,2
10.56.1,16,1
10.56.1,17,1
10.56.1,19,2
10.56.1,20,2
10.56.1,21,2
10.56.1,22,2
10.56.1,23,1
10.56.1,24,2
10.56.1,25,3
10.56.1,26,2
10.56.1,27,1
10.56.1,28,3
10.56.1,29,3
10.56.1,30,4
10.56.1,32,1
10.56.1,33,2
10.56.1,34,1
10.56.1,35,2
10.56.1,36,3
10.56.1,37,1
10.56.1,39,1
10.56.1,40,4
10.56.1,42,3
10.56.1,43,1
10.56.1,44,1
10.56.2,0,3
10.56.2,1,1
10.56.2,2,1
10.56.2,3,1
10.56.2,5,2
10.56.2,6,3
10.56.2,7,1
10.56.2,8,1
10.56.2,9,3
10.56.2,10,1
10.56.2,12,1
10.56.2,13,1
10.56.2,14,1
10.56.2,18,1
10.56.2,19,1
10.56.2,20,3
10.56.2,23,1
10.56.2,24,1
10.56.2,28,1
10.56.2,29,2
10.56.2,30,1
10.56.2,31,1
10.56.2,32,4
10.56.2,34,4
10.56.2,35,1
10.56.2,36,1
10.56.2,37,2
10.56.2,38,1
10.56.2,40,1
10.56.2,41,1
10.56.2,42,2
10.56.2,44,2
10.57.0,0,1
10.57.0,1,1
10.57.0,2,1
10.57.0,4,2
10.57.0,6,1
10.57.0,7,1
10.57.0,10,2
10.57.0,12,1
10.57.0,14,2
10.57.0,15,2
10.57.0,17,2
10.57.0,18,1
10.57.0,19,2
10.57.0,20,3
10.57.0,21,2
10.57.0,22,1
10.57.0,24,1
10.57.0,25,1
10.57.0,26,2
10.57.0,27,1
10.57.0,28,1
10.57.0,29,4
10.57.0,30,1
10.57.0,32,1
10.57.0,33,1
10.57.0,34,1
10.57.0,36,1
10.57.0,37,2
10.57.0,38,1
10.57.0,39,1
10.57.0,40,2
10.57.0,41,2
10.57.0,42,1
10.57.0,43,1
10.57.0,44,2
10.58.0,3,1
10.58.0,4,2
10.58.0,6,1
10.58.0,7,1
10.58.0,8,1
10.58.0,10,1
10.58.0,11,1
10.58.0,12,2
10.58.0,14,1
10.58.0,16,1
10.58.0,17,2
10.58.0,22,1
10.58.0,24,1
10.58.0,26,2
10.58.0,30,1
10.58.0,31,3
10.58.0,32,3
10.58.0,33,1
10.58.0,34,1
10.58.0,36,2
10.58.0,37,3
10.58.0,38,1
10.58.0,39,1
10.58.0,40,1
10.58.0,41,1
10.58.0,43,2
10.59.0,0,2
10.59.0,1,1
10.59.0,8,1
10.59.0,11,4
10.59.0,14,1
10.59.0,17,4
10.59.0,19,2
10.59.0,20,1
10.59.0,22,1
10.59.0,23,2
10.59.0,24,1
10.59.0,25,2
10.59.0,27,2
10.59.0,28,1
10.59.0,29,2
10.59.0,36,1
10.59.0,38,2
10.59.0,39,1
10.59.0,42,1
10.59.0,44,1
10.59.1,0,1
10.59.1,1,1
10.59.1,2,1
10.59.1,3,2
10.59.1,5,3
10.59.1,7,1
10.59.1,8,4
10.59.1,10,1
10.59.1,11,1
10.59.1,12,2
10.59.1,13,1
10.59.1,14,2
10.59.1,15,1
10.59.1,16,1
10.59.1,17,1
10.59.1,19,2
10.59.1,21,2
10.59.1,23,1
10.59.1,25,3
10.59.1,26,2
10.59.1,29,1
10.59.1,30,1
10.59.1,32,1
10.59.1,33,2
10.59.1,34,1
10.59.1,35,1
10.59.1,36,1
10.59.1,37,1
10.59.1,38,2
10.59.1,39,1
10.59.1,40,4
10.59.1,44,1
10.59.2,0,2
10.59.2,2,1
10.59.2,5,1
10.59.2,6,1
10.59.2,7,3
10.59.2,8,1
10.59.2,9,2
10.59.2,11,1
10.59.2,13,3
10.59.2,15,2
10.59.2,16,2
10.59.2,17,2
10.59.2,18,1
10.59.2,19,3
10.59.2,20,1
10.59.2,21,1
10.59.2,22,1
10.59.2,23,3
10.59.2,24,1
10.59.2,26,1
10.59.2,28,1
10.59.2,29,4
10.59.2,30,2
10.59.2,31,1
10.59.2,32,1
10.59.2,33,1
10.59.2,34,1
10.59.2,35,1
10.59.2,36,2
10.59.2,37,1
10.59.2,39,3
10.59.2,40,1
10.59.2,41,2
10.59.2,44,1
10.6.0,1,1
10.6.0,2,2
10.6.0,4,1
10.6.0,5,1
10.6.0,6,2
10.6.0,7,1
10.6.0,8,1
10.6.0,9,1
10.6.0,10,2
10.6.0,11,1
10.6.0,12,1
10.6.0,13,1
10.6.0,15,2
10.6.0,16,4
10.6.0,17,4
10.6.0,18,3
10.6.0,20,1
10.6.0,22,1
10.6.0,23,2
10.6.0,24,1
10.6.0,25,3
10.6.0,28,1
10.6.0,29,1
10.6.0,33,2
10.6.0,35,2
10.6.0,37,1
10.6.0,39,1
10.6.0,40,3
10.6.0,41,2
10.6.0,42,1
10.6.0,44,2
10.6.1,0,3
10.6.1,1,5
10.6.1,2,3
10.6.1,4,2
10.6.1,5,4
10.6.1,7,1
10.6.1,9,1
10.6.1,11,3
10.6.1,14,1
10.6.1,15,4
10.6.1,17,3
10.6.1,19,1
10.6.1,20,1
10.6.1,22,2
10.6.1,23,1
10.6.1,24,2
10.6.1,28,2
10.6.1,29,3
10.6.1,30,1
10.6.1,31,1
10.6.1,34,2
10.6.1,36,1
10.6.1,38,2
10.6.1,39,2
10.6.1,40,3
10.6.1,41,1
10.6.1,42,1
10.6.1,43,3
10.6.1,44,2
10.6.2,3,2
10.6.2,6,2
10.6.2,10,1
10.6.2,11,2
10.6.2,12,3
10.6.2,14,1
10.6.2,15,3
10.6.2,16,2
10.6.2,17,3
10.6.2,18,1
10.6.2,20,3
10.6.2,21,3
10.6.2,26,2
10.6.2,28,1
10.6.2,29,2
10.6.2,31,1
10.6.2,33,3
10.6.2,34,1
10.6.2,35,3
10.6.2,36,1
10.6.2,38,1
10.6.2,39,1
10.6.2,40,2
10.6.2,41,2
10.6.2,43,2
10.6.2,44,2
10.60.0,0,2
10.60.0,1,4
10.60.0,2,1
10.60.0,4,1
10.60.0,6,2
10.60.0,7,1
10.60.0,8,2
10.60.0,10,1
10.60.0,11,1
10.60.0,12,1
10.60.0,13,1
10.60.0,14,2
10.60.0,15,1
10.60.0,17,2
10.60.0,18,1
10.60.0,19,1
10.60.0,20,2
10.60.0,21,1
10.60.0,22,1
10.60.0,23,2
10.60.0,25,3
10.60.0,27,1
10.60.0,28,2
10.60.0,29,2
10.60.0,30,1
10.60.0,33,1
10.60.0,35,1
10.60.0,36,2
10.60.0,37,1
10.60.0,38,3
10.60.0,39,2
10.60.0,42,2
10.60.0,44,1
10.60.1,0,3
10.60.1,1,1
10.60.1,2,3
10.60.1,3,2
10.60.1,5,1
10.60.1,8,2
10.60.1,9,2
10.60.1,14,1
10.60.1,15,2
10.60.1,17,1
10.60.1,18,1
10.60.1,20,1
10.60.1,25,1
10.60.1,26,3
10.60.1,30,4
10.60.1,32,1
10.60.1,33,2
10.60.1,35,1
10.60.1,36,1
10.60.1,37,1
10.60.1,39,2
10.60.1,40,1
10.60.1,41,1
10.60.1,42,1
10.60.1,44,1
10.60.10,0,2
10.60.10,1,1
10.60.10,2,1
10.60.10,3,1
10.60.10,5,1
10.60.10,6,1
10.60.10,7,1
10.60.10,9,1
10.60.10,10,1
10.60.10,11,2
10.60.10,12,1
10.60.10,14,1
10.60.10,15,2
10.60.10,16,1
10.60.10,18,2
10.60.10,19,1
10.60.10,20,1
10.60.10,21,2
10.60.10,22,2
10.60.10,24,2
10.60.10,25,1
10.60.10,26,1
10.60.10,27,2
10.60.10,29,1
10.60.10,30,1
10.60.10,31,1
10.60.10,32,2
10.60.10,34,1
10.60.10,35,1
10.60.10,40,1
10.60.10,41,1
10.60.10,43,1
10.60.10,44,2
10.60.11,0,1
10.60.11,4,1
10.60.11,8,3
10.60.11,9,1
10.60.11,12,1
10.60.11,13,2
10.60.11,14,1
10.60.11,15,1
10.60.11,17,3
10.60.11,18,1
10.60.11,19,1
10.60.11,20,1
10.60.11,21,1
10.60.11,22,2
10.60.11,23,1
10.60.11,24,1
10.60.11,25,1
10.60.11,26,1
10.60.11,27,3
10.60.11,28,1
10.60.11,30,2
10.60.11,31,2
10.60.11,33,2
10.60.11,34,1
10.60.11,35,1
10.60.11,38,1
10.60.11,40,1
10.60.11,42,3
10.60.12,0,2
10.60.12,1,1
10.60.12,3,1
10.60.12,4,2
10.60.12,5,1
10.60.12,6,1
10.60.12,9,1
10.60.12,10,3
10.60.12,11,1
10.60.12,12,4
10.60.12,13,1
10.60.12,14,3
10.60.12,15,1
10.60.12,16,1
10.60.12,17,2
10.60.12,19,1
10.60.12,22,2
10.60.12,23,1
10.60.12,26,1
10.60.12,28,2
10.60.12,29,1
10.60.12,31,2
10.60.12,33,1
10.60.12,34,3
10.60.12,36,1
10.60.12,40,1
10.60.12,42,1
10.60.13,1,1
10.60.13,4,2
10.60.13,5,1
10.60.13,6,2
10.60.13,7,1
10.60.13,8,1
10.60.13,10,1
10.60.13,16,1
10.60.13,18,1
10.60.13,19,2
10.60.13,20,1
10.60.13,23,2
10.60.13,24,2
10.60.13,25,1
10.60.13,26,2
10.60.13,27,2
10.60.13,28,1
10.60.13,29,2
10.60.13,31,1
10.60.13,33,2
10.60.13,35,1
10.60.13,37,1
10.60.13,40,3
10.60.13,41,1
10.60.13,42,1
10.60.13,44,2
10.60.2,0,2
10.60.2,1,1
10.60.2,2,1
10.60.2,3,3
10.60.2,4,1
10.60.2,5,1
10.60.2,11,1
10.60.2,15,1
10.60.2,17,1
10.60.2,18,1
10.60.2,21,1
10.60.2,22,1
10.60.2,25,1
10.60.2,27,1
10.60.2,28,1
10.60.2,30,2
10.60.2,33,1
10.60.2,34,1
10.60.2,38,1
10.60.2,40,1
10.60.2,41,1
10.60.2,42,2
10.60.3,1,1
10.60.3,5,2
10.60.3,6,1
10.60.3,7,1
10.60.3,9,2
10.60.3,11,2
10.60.3,12,1
10.60.3,14,2
10.60.3,16,1
10.60.3,18,2
10.60.3,19,1
10.60.3,20,2
10.60.3,21,1
10.60.3,23,2
10.60.3,25,3
10.60.3,26,1
10.60.3,27,1
10.60.3,28,1
10.60.3,29,1
10.60.3,30,3
10.60.3,31,1
10.60.3,32,1
10.60.3,33,3
10.60.3,34,2
10.60.3,36,1
10.60.3,38,3
10.60.3,39,2
10.60.3,40,2
10.60.3,41,3
10.60.3,42,1
10.60.3,43,1
10.60.4,0,3
10.60.4,3,1
10.60.4,7,1
10.60.4,8,1
10.60.4,9,1
10.60.4,10,3
10.60.4,11,1
10.60.4,12,1
10.60.4,16,2
10.60.4,17,1
10.60.4,18,1
10.60.4,19,1
10.60.4,20,1
10.60.4,21,1
10.60.4,23,2
10.60.4,24,1
10.60.4,25,1
10.60.4,26,1
10.60.4,29,2
10.60.4,30,2
10.60.4,31,2
10.60.4,32,1
10.60.4,36,1
10.60.4,37,3
10.60.4,40,5
10.60.5,0,1
10.60.5,1,1
10.60.5,3,1
10.60.5,4,1
10.60.5,5,2
10.60.5,8,3
10.60.5,9,2
10.60.5,10,1
10.60.5,11,4
10.60.5,12,2
10.60.5,13,3
10.60.5,17,1
10.60.5,19,2
10.60.5,20,4
10.60.5,21,1
10.60.5,23,1
10.60.5,24,2
10.60.5,26,2
10.60.5,27,2
10.60.5,28,1
10.60.5,29,2
10.60.5,30,2
10.60.5,31,1
10.60.5,32,2
10.60.5,33,5
10.60.5,34,1
10.60.5,35,1
10.60.5,36,3
10.60.5,37,1
10.60.5,38,1
10.60.5,40,1
10.60.5,41,2
10.60.5,42,1
10.60.5,44,5
10.60.6,0,1
10.60.6,2,1
10.60.6,3,3
10.60.6,4,1
10.60.6,5,1
10.60.6,9,1
10.60.6,10,2
10.60.6,12,1
10.60.6,13,2
10.60.6,15,2
10.60.6,18,1
10.60.6,20,1
10.60.6,23,2
10.60.6,26,1
10.60.6,29,4
10.60.6,30,2
10.60.6,31,1
10.60.6,32,2
10.60.6,33,1
10.60.6,34,1
10.60.6,35,2
10.60.6,36,1
10.60.6,37,1
10.60.6,39,2
10.60.6,40,3
10.60.6,41,1
10.60.6,42,2
10.60.6,44,3
10.60.7,1,2
10.60.7,2,5
10.60.7,3,3
10.60.7,5,2
10.60.7,6,1
10.60.7,8,4
10.60.7,9,3
10.60.7,10,1
10.60.7,11,2
10.60.7,12,1
10.60.7,14,2
10.60.7,15,1
10.60.7,16,2
10.60.7,18,2
10.60.7,19,1
10.60.7,20,1
10.60.7,21,1
10.60.7,22,1
10.60.7,24,1
10.60.7,25,1
10.60.7,28,1
10.60.7,30,2
10.60.7,31,2
10.60.7,32,2
10.60.7,33,1
10.60.7,35,2
10.60.7,36,2
10.60.7,38,2
10.60.7,39,4
10.60.7,40,1
10.60.7,41,2
10.60.7,42,2
10.60.8,0,1
10.60.8,1,1
10.60.8,2,1
10.60.8,3,1
10.60.8,4,1
10.60.8,6,2
10.60.8,7,2
10.60.8,8,1
10.60.8,13,1
10.60.8,15,2
10.60.8,16,1
10.60.8,17,1
10.60.8,18,1
10.60.8,19,3
10.60.8,22,3
10.60.8,23,1
10.60.8,24,1
10.60.8,25,1
10.60.8,28,1
10.60.8,29,1
10.60.8,30,1
10.60.8,31,1
10.60.8,32,1
10.60.8,33,1
10.60.8,35,3
10.60.8,36,1
10.60.8,37,2
10.60.8,38,1
10.60.8,39,4
10.60.8,40,2
10.60.8,42,1
10.60.8,44,1
10.60.9,0,1
10.60.9,1,1
10.60.9,2,1
10.60.9,3,2
10.60.9,5,1
10.60.9,7,2
10.60.9,10,3
10.60.9,11,1
10.60.9,12,4
10.60.9,14,3
10.60.9,17,1
10.60.9,20,1
10.60.9,25,1
10.60.9,27,1
10.60.9,28,1
10.60.9,30,3
10.60.9,31,1
10.60.9,33,2
10.60.9,34,3
10.60.9,35,1
10.60.9,37,3
10.60.9,38,1
10.60.9,39,3
10.60.9,40,1
10.60.9,42,3
10.60.9,43,3
10.61.0,0,2
10.61.0,2,2
10.61.0,4,2
10.61.0,5,2
10.61.0,8,1
10.61.0,9,1
10.61.0,11,1
10.61.0,12,3
10.61.0,14,1
10.61.0,15,1
10.61.0,16,3
10.61.0,17,2
10.61.0,19,4
10.61.0,20,1
10.61.0,22,1
10.61.0,24,1
10.61.0,25,1
10.61.0,27,1
10.61.0,29,5
10.61.0,30,4
10.61.0,32,2
10.61.0,34,1
10.61.0,37,1
10.61.0,38,2
10.61.0,39,1
10.61.0,41,2
10.61.0,43,1
10.61.0,44,2
10.61.1,0,5
10.61.1,2,2
10.61.1,3,2
10.61.1,6,1
10.61.1,9,1
10.61.1,10,2
10.61.1,12,3
10.61.1,14,1
10.61.1,15,1
10.61.1,16,1
10.61.1,17,1
10.61.1,18,1
10.61.1,21,1
10.61.1,23,1
10.61.1,24,2
10.61.1,25,1
10.61.1,26,2
10.61.1,27,2
10.61.1,28,1
10.61.1,29,1
10.61.1,30,3
10.61.1,31,2
10.61.1,33,2
10.61.1,35,1
10.61.1,36,2
10.61.1,37,1
10.61.1,38,1
10.61.1,39,3
10.61.1,40,2
10.61.1,41,1
10.61.1,42,1
10.62.0,0,1
10.62.0,2,2
10.62.0,3,1
10.62.0,4,1
10.62.0,5,1
10.62.0,6,1
10.62.0,7,1
10.62.0,8,1
10.62.0,9,1
10.62.0,10,3
10.62.0,11,2
10.62.0,12,1
10.62.0,13,1
10.62.0,16,1
10.62.0,18,2
10.62.0,20,1
10.62.0,22,2
10.62.0,23,1
10.62.0,26,1
10.62.0,29,1
10.62.0,30,2
10.62.0,31,1
10.62.0,33,1
10.62.0,34,1
10.62.0,37,2
10.62.0,38,1
10.62.0,41,1
10.62.0,42,1
10.62.0,43,1
10.62.1,1,1
10.62.1,2,2
10.62.1,3,1
10.62.1,8,2
10.62.1,9,2
10.62.1,10,1
10.62.1,11,2
10.62.1,15,2
10.62.1,17,1
10.62.1,18,1
10.62.1,19,1
10.62.1,23,1
10.62.1,25,4
10.62.1,26,3
10.62.1,27,1
10.62.1,28,2
10.62.1,29,2
10.62.1,30,2
10.62.1,32,1
10.62.1,35,1
10.62.1,36,2
10.62.1,37,1
10.62.1,38,1
10.62.1,39,2
10.62.1,42,1
10.62.1,43,2
10.62.2,1,1
10.62.2,4,1
10.62.2,10,2
10.62.2,11,1
10.62.2,12,1
10.62.2,13,1
10.62.2,14,1
10.62.2,15,2
10.62.2,16,1
10.62.2,17,1
10.62.2,24,1
10.62.2,25,2
10.62.2,26,2
10.62.2,28,1
10.62.2,31,1
10.62.2,32,1
10.62.2,33,1
10.62.2,35,1
10.62.2,39,1
10.62.2,43,1
10.62.2,44,1
10.62.3,0,1
10.62.3,4,1
10.62.3,5,1
10.62.3,6,1
10.62.3,7,1
10.62.3,9,1
10.62.3,10,1
10.62.3,12,1
10.62.3,13,2
10.62.3,14,2
10.62.3,15,1
10.62.3,16,2
10.62.3,18,1
10.62.3,19,1
10.62.3,20,1
10.62.3,21,2
10.62.3,22,2
10.62.3,23,1
10.62.3,26,1
10.62.3,27,1
10.62.3,28,5
10.62.3,30,1
10.62.3,31,2
10.62.3,33,1
10.62.3,34,1
10.62.3,36,2
10.62.3,38,3
10.62.3,39,3
10.62.3,40,3
10.62.3,41,1
10.62.3,42,2
10.62.3,43,2
10.62.3,44,2
10.62.4,0,1
10.62.4,1,2
10.62.4,2,1
10.62.4,3,1
10.62.4,4,5
10.62.4,5,2
10.62.4,6,1
10.62.4,7,3
10.62.4,8,2
10.62.4,9,1
10.62.4,10,2
10.62.4,11,1
10.62.4,12,3
10.62.4,13,1
10.62.4,14,2
10.62.4,15,1
10.62.4,17,2
10.62.4,18,1
10.62.4,19,1
10.62.4,20,1
10.62.4,21,2
10.62.4,22,1
10.62.4,23,1
10.62.4,24,1
10.62.4,25,2
10.62.4,27,2
10.62.4,29,2
10.62.4,31,1
10.62.4,34,1
10.62.4,37,2
10.62.4,38,2
10.62.4,39,2
10.62.4,41,1
10.62.4,42,3
10.62.4,43,1
10.62.4,44,2
10.62.5,2,3
10.62.5,3,1
10.62.5,4,1
10.62.5,5,1
10.62.5,6,3
10.62.5,8,3
10.62.5,9,1
10.62.5,10,1
10.62.5,11,1
10.62.5,12,1
10.62.5,13,1
10.62.5,14,2
10.62.5,16,2
10.62.5,18,1
10.62.5,19,3
10.62.5,20,1
10.62.5,21,1
10.62.5,22,1
10.62.5,25,1
10.62.5,26,2
10.62.5,30,1
10.62.5,32,3
10.62.5,33,2
10.62.5,34,3
10.62.5,38,1
10.62.5,39,1
10.62.5,41,1
10.62.5,42,1
10.62.5,43,2
10.62.6,0,2
10.62.6,1,2
10.62.6,2,1
10.62.6,8,1
10.62.6,9,2
10.62.6,11,2
10.62.6,12,1
10.62.6,13,2
10.62.6,14,1
10.62.6,15,1
10.62.6,18,1
10.62.6,21,3
10.62.6,22,1
10.62.6,24,2
10.62.6,27,1
10.62.6,29,1
10.62.6,30,4
10.62.6,31,1
10.62.6,32,1
10.62.6,33,2
10.62.6,36,1
10.62.6,38,2
10.62.6,39,1
10.62.6,41,3
10.62.6,42,2
10.62.6,43,2
10.62.6,44,1
10.62.7,1,2
10.62.7,4,2
10.62.7,6,1
